Region,City,Place Type,Place Category,Place Name,Rating,Review Text,Reviewer Language,Cleaned Review,neg,neu,pos,compound,Sentiment Label,Topic
East,Al Ahsa,hotel,lodging,Almasem(3) Luxury Hotel Suites,3.3,"Good. They were no towels in bathroom. We ordered but the service is slow. Water was leaking from bathtub. No utensils in kitchen. Beside this, everything was quite OK",en,"good. they were no towels in bathroom. we ordered but the service is slow. water was leaking from bathtub. no utensils in kitchen. beside this, everything was quite ok",0.0,0.707,0.293,0.659,positive,0
East,Al Ahsa,hotel,lodging,Almasem(3) Luxury Hotel Suites,3.3,"Good and clean, old furniture
Generally suitable for families",en,"good and clean, old furniture
generally suitable for families",0.0,0.472,0.528,0.6808,positive,3
East,Al Ahsa,hotel,lodging,Almasem(3) Luxury Hotel Suites,3.3,"Neat and clean having WiFi, hot water, split air conditioning, TV with breakfast included for 2bhk charging 350sar is not bad.",en,"neat and clean having wifi, hot water, split air conditioning, tv with breakfast included for 2bhk charging 350sar is not bad.",0.165,0.566,0.269,0.296,positive,1
East,Al Ahsa,hotel,lodging,شقق مفروشة,3.3,Very nice to stay. . .,en,very nice to stay. . .,0.0,0.263,0.737,0.4215,positive,1
East,Al Ahsa,hotel,lodging,شقق مفروشة,3.3,"Not worth the money, rude",en,"not worth the money, rude",0.508,0.169,0.322,-0.2732,negative,1
East,Al Ahsa,hotel,lodging,شقق مفروشة,3.3,"- A large apartment with two rooms and a living room, with only one bathroom
- Even the bathroom door and the lock are broken
We asked for an extra quilt and they said no
- Sleeping furniture has the scent of frankness
- The hall furniture is ruined
- The kitchen does not open the soul",en-US,"- a large apartment with two rooms and a living room, with only one bathroom
- even the bathroom door and the lock are broken
we asked for an extra quilt and they said no
- sleeping furniture has the scent of frankness
- the hall furniture is ruined
- the kitchen does not open the soul",0.199,0.801,0.0,-0.7351,negative,4
East,Al Ahsa,hotel,lodging,شقق ليالي الشرق للشقق المخدومة,3.4,"As for the room, it was suitable for two people and was clean, but it did not smell like the kitchen. I wish they had provided diffusers in it, because the cooking remains in the kitchen, otherwise the rest is clean.",en-US,"as for the room, it was suitable for two people and was clean, but it did not smell like the kitchen. i wish they had provided diffusers in it, because the cooking remains in the kitchen, otherwise the rest is clean.",0.0,0.551,0.449,0.8625,positive,2
East,Al Ahsa,hotel,lodging,شقق ليالي الشرق للشقق المخدومة,3.4,"Praise be to God, the service is excellent, the rooms are clean, this is the most important thing, and their location is good for me",en-US,"praise be to god, the service is excellent, the rooms are clean, this is the most important thing, and their location is good for me",0.0,0.192,0.808,0.9413,positive,2
East,Al Ahsa,hotel,lodging,Aleairy No.3,2.7,"When I got inside the room it was so messy carpet furniture was full of dust ,kitchen was so dirty I felt vomit after I visited the kitchen,,no water tape working in bathroom and kitchen too.",en,"when i got inside the room it was so messy carpet furniture was full of dust ,kitchen was so dirty i felt vomit after i visited the kitchen,,no water tape working in bathroom and kitchen too.",0.241,0.759,0.0,-0.6597,negative,4
East,Al Ahsa,hotel,lodging,Aleairy No.3,2.7,Well known place,en,well known place,0.0,0.488,0.512,0.2732,positive,1
East,Al Ahsa,hotel,lodging,Aleairy No.3,2.7,peaceful to live with,en,peaceful to live with,0.0,0.238,0.762,0.4939,positive,4
East,Al Ahsa,hotel,lodging,Aleairy No.3,2.7,Good,en,good,0.0,0.0,1.0,0.4404,positive,3
East,Al Ahsa,hotel,lodging,Aleairy No.3,2.7,Nice place,en,nice place,0.0,0.263,0.737,0.4215,positive,1
East,Al Ahsa,hotel,lodging,النخلة للشقق المخدومة,3.3,"Expensive price
The security system is not available - there are exposed electrical wires in the bedroom
There are many insects, cockroaches
Unclean sofa",en-US,"expensive price
the security system is not available - there are exposed electrical wires in the bedroom
there are many insects, cockroaches
unclean sofa",0.083,0.764,0.153,0.2732,positive,1
East,Al Ahsa,hotel,lodging,النخلة للشقق المخدومة,3.3,"Very, very bad cooling. The hot sun wants a cold place. We don’t want to generalize and oppress anyone, but there are a few cooling rooms. Very bad.",en-US,"very, very bad cooling. the hot sun wants a cold place. we don’t want to generalize and oppress anyone, but there are a few cooling rooms. very bad.",0.363,0.57,0.067,-0.7717,negative,1
East,Al Ahsa,hotel,lodging,Layali El Sharq Apartment,3.2,"Hotel is very good, specially staff very nice, very cooperative always feels good stay here",en,"hotel is very good, specially staff very nice, very cooperative always feels good stay here",0.0,0.449,0.551,0.8225,positive,3
East,Al Ahsa,hotel,lodging,Layali El Sharq Apartment,3.2,"I have been here many times. Water is cold so cold morning showers not hot water in many units. Old furniture, no slippers for bathroom. The tiniest bathroom you will ever see in your life, like 1m x 1m. But friendly staff if that’s what you looking for.",en,"i have been here many times. water is cold so cold morning showers not hot water in many units. old furniture, no slippers for bathroom. the tiniest bathroom you will ever see in your life, like 1m x 1m. but friendly staff if that’s what you looking for.",0.0,0.794,0.206,0.6908,positive,3
East,Al Ahsa,hotel,lodging,Layali El Sharq Apartment,3.2,"It is good not bad, The toilets are very small Room is ok, service is quite normal,not extraordinary, we stayed only one night.",en,"it is good not bad, the toilets are very small room is ok, service is quite normal,not extraordinary, we stayed only one night.",0.188,0.538,0.274,0.1531,positive,0
East,Al Ahsa,hotel,lodging,Layali El Sharq Apartment,3.2,Best place for stay. You can order food also. Good location. Wifi is not reaching in the bedroom.,en,best place for stay. you can order food also. good location. wifi is not reaching in the bedroom.,0.0,0.473,0.527,0.836,positive,1
East,Al Ahsa,hotel,lodging,Layali El Sharq Apartment,3.2,"I will give 3 and half stars. As per rent, good furnished apartment, facility is satisfactory, no Internet connectivity inside bedrooms, staff is friendly.",en,"i will give 3 and half stars. as per rent, good furnished apartment, facility is satisfactory, no internet connectivity inside bedrooms, staff is friendly.",0.0,0.602,0.398,0.8225,positive,0
East,Al Ahsa,hotel,lodging,Al Bustan suites hotel,3.4,"The hotel is very good
It is clean and looks like it had been renewed and been renovated based on the lobby.

Pricing is very good regarding the space and the outer decor in the lobby and the hallway.
Rooms are adequate and clean however, don’t expect top quality. Some tiles were squeaking and moving.

I checked one of the rooms that had carpets on the floor which was very dark and feels smaller just because of the colors and the sofa.

Good night sleep was a big factor here, good service made and pricing made me gave it four stars although there are some comments.",en,"the hotel is very good
it is clean and looks like it had been renewed and been renovated based on the lobby.

pricing is very good regarding the space and the outer decor in the lobby and the hallway.
rooms are adequate and clean however, don’t expect top quality. some tiles were squeaking and moving.

i checked one of the rooms that had carpets on the floor which was very dark and feels smaller just because of the colors and the sofa.

good night sleep was a big factor here, good service made and pricing made me gave it four stars although there are some comments.",0.0,0.617,0.383,0.9657,positive,0
East,Al Ahsa,hotel,lodging,Al Bustan suites hotel,3.4,"Checked in for one night. Got a room and kitchen. The beds were nice and comfy . however, the room had a sewage smell from the toilet as there is no ventilation in there. There were no towels available, and the no hot water in the shower. No water kettle. And no complementary water/coffee. Definitely not worth the 215 sar I paid. The check in/out  was smooth and fast. There are no much parking slots outside. Bad experience overall.",en,"checked in for one night. got a room and kitchen. the beds were nice and comfy . however, the room had a sewage smell from the toilet as there is no ventilation in there. there were no towels available, and the no hot water in the shower. no water kettle. and no complementary water/coffee. definitely not worth the 215 sar i paid. the check in/out  was smooth and fast. there are no much parking slots outside. bad experience overall.",0.076,0.763,0.161,0.4404,positive,3
East,Al Ahsa,hotel,lodging,Al Bustan suites hotel,3.4,Great hotel big  room and clean kitchen also very big and clean just toilets don't big but is OK WiFi very good and TV lonch also very clean and big with Internet pakage YouTube or other with cheap price so I told one time visit then you see I am right ✅️,en,great hotel big  room and clean kitchen also very big and clean just toilets don't big but is ok wifi very good and tv lonch also very clean and big with internet pakage youtube or other with cheap price so i told one time visit then you see i am right ✅️,0.044,0.605,0.351,0.9218,positive,2
East,Al Ahsa,hotel,lodging,Al Bustan suites hotel,3.4,Nice hotel located in Hufof.,en,nice hotel located in hufof.,0.0,0.517,0.483,0.4215,positive,3
East,Al Ahsa,hotel,lodging,Al Bustan suites hotel,3.4,"Average, ND better than some other expensive hotel,
Hotel staff is very polite and supportive.
I have stayed 2 times with family with average price of the double room.
Much much better than nearby hotels.
I recommend this hotel to be better.
Rooms are big .",en,"average, nd better than some other expensive hotel,
hotel staff is very polite and supportive.
i have stayed 2 times with family with average price of the double room.
much much better than nearby hotels.
i recommend this hotel to be better.
rooms are big .",0.0,0.61,0.39,0.9081,positive,1
East,Al Ahsa,hotel,lodging,Bonais Hotel,2.9,"Recently I have  stayed this hotel at Hofuf in Saudi  Arabia.lt was such a disappointment  for me. facilities  such as drinking  water was not provided. STINKING CARPETS, DIRTY WALLS Rooms  were very narrow, there was hardly any space to move and no towels in the bath room. Cannot provide hot water No facility to make tea or coffee..Not even worth for 50% of the money we paid. one of the worst hotel I have ever stayed.",en,"recently i have  stayed this hotel at hofuf in saudi  arabia.lt was such a disappointment  for me. facilities  such as drinking  water was not provided. stinking carpets, dirty walls rooms  were very narrow, there was hardly any space to move and no towels in the bath room. cannot provide hot water no facility to make tea or coffee..not even worth for 50% of the money we paid. one of the worst hotel i have ever stayed.",0.276,0.685,0.038,-0.9153,negative,0
East,Al Ahsa,hotel,lodging,Bonais Hotel,2.9,"The worst hotel I've ever been to. Beds have hair on it when we entered. It doesn't even look like the quilt covers are washed at all for atleast like 5 times being used because a bunch of hair were folded inside with it and even on top of it on beds as if they're blind. We booked 2 rooms and when we entered it was a room inside a room which means if you're in the second room, you'll have to go through the first room to get anything or to go to the toilet. The ACs are terrible and almost destroyed. Very poorly cleaned. Another major thing that there are no sockets. You'll have to turn off the tv and charge your phone in that place while the second room doesn't have a single socket. The fridge was broken and they changed it to a working one. And don't even talk about the toilet it's disgusting. Seems like this hotel is ATLEAST 70 years old. The only reason we didn't withdraw from it because we were extremely exhausted and it was the closest and not too expensive even the the night before we had a cheaper but way too better hotel wish we just stayed there. And the most important thing! It does NOT look like how it's showed in the pictures at all!! It's terrible. We immediately went to bed so we didn't gwt to take pictures before putting our stuff there.",en,"the worst hotel i've ever been to. beds have hair on it when we entered. it doesn't even look like the quilt covers are washed at all for atleast like 5 times being used because a bunch of hair were folded inside with it and even on top of it on beds as if they're blind. we booked 2 rooms and when we entered it was a room inside a room which means if you're in the second room, you'll have to go through the first room to get anything or to go to the toilet. the acs are terrible and almost destroyed. very poorly cleaned. another major thing that there are no sockets. you'll have to turn off the tv and charge your phone in that place while the second room doesn't have a single socket. the fridge was broken and they changed it to a working one. and don't even talk about the toilet it's disgusting. seems like this hotel is atleast 70 years old. the only reason we didn't withdraw from it because we were extremely exhausted and it was the closest and not too expensive even the the night before we had a cheaper but way too better hotel wish we just stayed there. and the most important thing! it does not look like how it's showed in the pictures at all!! it's terrible. we immediately went to bed so we didn't gwt to take pictures before putting our stuff there.",0.221,0.696,0.083,-0.9602,negative,2
East,Al Ahsa,hotel,lodging,Bonais Hotel,2.9,"Very worst experience ever in my life time staying in thz hotel, no hygine, room are very dirty, not even water in toilets for using when I ask thz queries to the receptionist he bahaves very badly. I will suggest other better hotels in thz surrounding with good price",en,"very worst experience ever in my life time staying in thz hotel, no hygine, room are very dirty, not even water in toilets for using when i ask thz queries to the receptionist he bahaves very badly. i will suggest other better hotels in thz surrounding with good price",0.26,0.591,0.149,-0.6486,negative,4
East,Al Ahsa,hotel,lodging,Bonais Hotel,2.9,The receptionist not accommodating. I wait for how many minutes before he entertain me because of using his mobile. The room are old. The location is accessible to all market.,en,the receptionist not accommodating. i wait for how many minutes before he entertain me because of using his mobile. the room are old. the location is accessible to all market.,0.0,0.839,0.161,0.3182,positive,0
East,Al Ahsa,hotel,lodging,Bonais Hotel,2.9,It was nightmare to stay in this hotel. Lift is broken with no doors. Washroom are like we have for labors. It is not worth even if they offer you for free,en,it was nightmare to stay in this hotel. lift is broken with no doors. washroom are like we have for labors. it is not worth even if they offer you for free,0.157,0.455,0.389,0.5574,positive,1
East,Al Ahsa,hotel,lodging,Yen Oasis Hotel Apartments,3.4,Such an un cleaned smelly  hotel and very Rude  unprofessional staff spoiled my trip,en,such an un cleaned smelly  hotel and very rude  unprofessional staff spoiled my trip,0.474,0.526,0.0,-0.743,negative,1
East,Al Ahsa,hotel,lodging,Yen Oasis Hotel Apartments,3.4,Very good ..👌 bed and toilet new conditions,en,very good ..👌 bed and toilet new conditions,0.0,0.58,0.42,0.4404,positive,3
East,Al Ahsa,hotel,lodging,Yen Oasis Hotel Apartments,3.4,Nice experience and clean place but pricey overall,en,nice experience and clean place but pricey overall,0.0,0.421,0.579,0.6705,positive,3
East,Al Ahsa,hotel,lodging,Yen Oasis Hotel Apartments,3.4,Very nice place to stay and best services.,en,very nice place to stay and best services.,0.0,0.3,0.7,0.7906,positive,1
East,Al Ahsa,hotel,lodging,Yen Oasis Hotel Apartments,3.4,Nice hotel with Arabian bathroom.,en,nice hotel with arabian bathroom.,0.0,0.517,0.483,0.4215,positive,1
East,Al Ahsa,cafe,cafe,ROW specialty coffee - AlAhsa Mall,3.0,"The cheese cake was hard and bad, and the service was terrible.",en,"the cheese cake was hard and bad, and the service was terrible.",0.727,0.273,0.0,-0.7906,negative,4
East,Al Ahsa,cafe,cafe,ROW specialty coffee - AlAhsa Mall,3.0,So bad service and the table is dirty  until I request them to clean for 15 minutes.👎🏻👎🏻👎🏻,en,so bad service and the table is dirty  until i request them to clean for 15 minutes.👎🏻👎🏻👎🏻,0.489,0.305,0.206,-0.5719,negative,2
East,Al Ahsa,cafe,cafe,ROW specialty coffee - AlAhsa Mall,3.0,"Always have a good time, God willing, and the young Saudi barista is very respectable. May he have good health and varied and beautiful desserts from the elegant cafes in Al-Ahsa Mall 👏👏",en-US,"always have a good time, god willing, and the young saudi barista is very respectable. may he have good health and varied and beautiful desserts from the elegant cafes in al-ahsa mall 👏👏",0.0,0.44,0.56,0.9501,positive,3
East,Al Ahsa,cafe,cafe,ROW specialty coffee - AlAhsa Mall,3.0,"Excellent specialty coffee in Al-Ahsa Mall (Cinomi)
The place is beautiful and they pay great attention to the lighting and decorations
I liked:
Multiple sessions
Colors are good
Food and coffee:
I tried the egg brioche breakfast with cheese and the delicious and light cheese croissant
Espresso and mojito coffee: The coffee is excellent and the mojito is as well

Congratulations on the wonderful place and the employee was very respectful",en-US,"excellent specialty coffee in al-ahsa mall (cinomi)
the place is beautiful and they pay great attention to the lighting and decorations
i liked:
multiple sessions
colors are good
food and coffee:
i tried the egg brioche breakfast with cheese and the delicious and light cheese croissant
espresso and mojito coffee: the coffee is excellent and the mojito is as well

congratulations on the wonderful place and the employee was very respectful",0.021,0.427,0.552,0.9892,positive,1
East,Al Ahsa,cafe,cafe,ROW specialty coffee - AlAhsa Mall,3.0,Delicious cookies and cold coffee,en-US,delicious cookies and cold coffee,0.0,0.448,0.552,0.5719,positive,3
East,Al Ahsa,park,park,حديقة الفيصلية,3.2,"The ground was dirty, no lights in night",en,"the ground was dirty, no lights in night",0.492,0.508,0.0,-0.4404,negative,0
East,Al Ahsa,park,park,حديقة الفيصلية,3.2,best park,en,best park,0.0,0.192,0.808,0.6369,positive,2
East,Al Ahsa,park,park,حديقة الفيصلية,3.2,Litil good park,en,litil good park,0.0,0.408,0.592,0.4404,positive,3
East,Al Ahsa,park,park,حديقة الفيصلية,3.2,🥰🥰🥰,en,🥰🥰🥰,0.0,1.0,0.0,0.0,neutral,0
East,Al Ahsa,park,park,حديقة الفيصلية,3.2,Nice garden,en,nice garden,0.0,0.263,0.737,0.4215,positive,4
East,Al Ahsa,amusement_park,amusement_park,Billy Beez,3.2,"This place is the perfect place for your children and really safe ! You can go shopping in the mall without the worry of your children's safety.  If your child is 6 years old and above, they don't need a supervisor. Definitely recommend it !",en,"this place is the perfect place for your children and really safe ! you can go shopping in the mall without the worry of your children's safety.  if your child is 6 years old and above, they don't need a supervisor. definitely recommend it !",0.146,0.478,0.376,0.8025,positive,4
East,Al Ahsa,amusement_park,amusement_park,Billy Beez,3.2,"It not that big if we compare it to the another branch at Al Zahran mall,, they had new rules no buggy allowed,, parent or child minder should bought a ticket..location wise is perfect for everyone one looking for a shopping, there is loa of restaurants near to it and Cafe you can enjoy a great time with your family.. Staff well trained.. Safe..",en,"it not that big if we compare it to the another branch at al zahran mall,, they had new rules no buggy allowed,, parent or child minder should bought a ticket..location wise is perfect for everyone one looking for a shopping, there is loa of restaurants near to it and cafe you can enjoy a great time with your family.. staff well trained.. safe..",0.0,0.594,0.406,0.959,positive,2
East,Al Ahsa,amusement_park,amusement_park,Billy Beez,3.2,A place for kids 90 sr and all fun.,en,a place for kids 90 sr and all fun.,0.0,0.476,0.524,0.5106,positive,0
East,Al Ahsa,amusement_park,amusement_park,Billy Beez,3.2,"Unfortunately, they raised their price.
90 riyal for achild and with poor service and area not cleaned will and also AC not working !!!",en,"unfortunately, they raised their price.
90 riyal for achild and with poor service and area not cleaned will and also ac not working !!!",0.355,0.645,0.0,-0.6705,negative,2
East,Al Ahsa,amusement_park,amusement_park,Billy Beez,3.2,Good place for kids,en,good place for kids,0.0,0.408,0.592,0.4404,positive,3
West,AlUla,hotel,lodging,Sweet inn AlUla,3.4,"Over priced facility for the quality and services it provides. The first phrase from the owner when we arrived the property was: ""brother give me the money"" when I handed out my visa card, there was an immediate reaction from him ""visa problem, they pay me in a week"". The property is far from oldtown. The rate does not includes breakfast. For the same rate, We stayed in a suite in a Novotel in Ryadh in the Olaya district the days before. I should not recommend this lodging option.",en,"over priced facility for the quality and services it provides. the first phrase from the owner when we arrived the property was: ""brother give me the money"" when i handed out my visa card, there was an immediate reaction from him ""visa problem, they pay me in a week"". the property is far from oldtown. the rate does not includes breakfast. for the same rate, we stayed in a suite in a novotel in ryadh in the olaya district the days before. i should not recommend this lodging option.",0.096,0.845,0.059,-0.1531,negative,1
West,AlUla,hotel,lodging,Sweet inn AlUla,3.4,Not bad but coffee machine doesn’t work and Ac is not good,en,not bad but coffee machine doesn’t work and ac is not good,0.337,0.385,0.279,-0.1531,negative,1
West,AlUla,hotel,lodging,Sweet inn AlUla,3.4,best place i have stayed but WiFi conection is a bit poor,en,best place i have stayed but wifi conection is a bit poor,0.252,0.407,0.341,0.2732,positive,1
West,AlUla,hotel,lodging,Sweet inn AlUla,3.4,Nice Stay! TV not functioning well 🥳,en,nice stay! tv not functioning well 🥳,0.0,0.38,0.62,0.5994,positive,1
West,AlUla,hotel,lodging,Sweet inn AlUla,3.4,Clean new and nice wifi,en,clean new and nice wifi,0.0,0.267,0.733,0.6705,positive,1
West,AlUla,hotel,lodging,ABRAJ,3.4,"Not a place you want to stay at. The hotel needs a massive deep clean and improve basic hygiene standards. No standard, no service, just really poor. The rooms are not clean, the toilets even worst. If you plan to come to the city, please book ahead of time so you won’t be left without choices. This is also not a cheap place, which is even more mind blowing.",en,"not a place you want to stay at. the hotel needs a massive deep clean and improve basic hygiene standards. no standard, no service, just really poor. the rooms are not clean, the toilets even worst. if you plan to come to the city, please book ahead of time so you won’t be left without choices. this is also not a cheap place, which is even more mind blowing.",0.152,0.607,0.241,0.3415,positive,2
West,AlUla,hotel,lodging,ABRAJ,3.4,"I dont know how it is called a hotel
It is not providing any hotel services
There is no water bottle in the room, no room service , no towels",en,"i dont know how it is called a hotel
it is not providing any hotel services
there is no water bottle in the room, no room service , no towels",0.0,1.0,0.0,0.0,neutral,1
West,AlUla,hotel,lodging,ABRAJ,3.4,Place was good. Basic stuffs you need are just at the same building. I will definitely suggest this place to anyone looking for cheap but quality rooms.,en,place was good. basic stuffs you need are just at the same building. i will definitely suggest this place to anyone looking for cheap but quality rooms.,0.0,0.682,0.318,0.6808,positive,3
West,AlUla,hotel,lodging,ABRAJ,3.4,It was awesome...went back travelled millions year back of time...Ancient civilization..culture of the times...it was Incredible and the Saudi local people guiding on tour and security at the gate very helpful and polite...,en,it was awesome...went back travelled millions year back of time...ancient civilization..culture of the times...it was incredible and the saudi local people guiding on tour and security at the gate very helpful and polite...,0.0,0.766,0.234,0.6369,positive,3
West,AlUla,hotel,lodging,ABRAJ,3.4,Not recommended at all. Good workers but rude owners! Dind some otherplace. Very bad experience... 😒,en,not recommended at all. good workers but rude owners! dind some otherplace. very bad experience... 😒,0.401,0.309,0.29,-0.4215,negative,3
West,AlUla,restaurant,restaurant,Almathaq Restaurant,3.2,"We had broasted chicken in this restaurant. The food and service were decent. This restaurant’s interior is in need of renovation and improvement, specially the upper floor which is dedicated to families.",en,"we had broasted chicken in this restaurant. the food and service were decent. this restaurant’s interior is in need of renovation and improvement, specially the upper floor which is dedicated to families.",0.0,0.7,0.3,0.7184,positive,1
West,AlUla,restaurant,restaurant,Almathaq Restaurant,3.2,"I had a very disappointing experience at this restaurant. My friends and I ordered 11 broasts, specifically requesting spicy, but they served us regular ones that were completely dry and lacked any spice. When we asked for extra bread, they told us it was finished, which was quite surprising for a restaurant.

To make matters worse, the Egyptian manager was extremely rude and even shouted at us, which is completely unacceptable. The service was unprofessional, and the food quality was below average. Definitely not recommended!",en,"i had a very disappointing experience at this restaurant. my friends and i ordered 11 broasts, specifically requesting spicy, but they served us regular ones that were completely dry and lacked any spice. when we asked for extra bread, they told us it was finished, which was quite surprising for a restaurant.

to make matters worse, the egyptian manager was extremely rude and even shouted at us, which is completely unacceptable. the service was unprofessional, and the food quality was below average. definitely not recommended!",0.263,0.56,0.177,-0.8104,negative,3
West,AlUla,restaurant,restaurant,Almathaq Restaurant,3.2,"Worst restaurant in AlUla... Very bad services... Food is also not good... I have ordered broasted, Musahab plate and Shavarma... But I got strips plate instead of Musahab... There is a cashier acting like a King of the country... Very bad behavior... I never recommend this restaurant...",en,"worst restaurant in alula... very bad services... food is also not good... i have ordered broasted, musahab plate and shavarma... but i got strips plate instead of musahab... there is a cashier acting like a king of the country... very bad behavior... i never recommend this restaurant...",0.325,0.542,0.133,-0.8321,negative,3
West,AlUla,restaurant,restaurant,Almathaq Restaurant,3.2,Very bad service and atmosphere manager is very rude,en,very bad service and atmosphere manager is very rude,0.684,0.316,0.0,-0.7579,negative,3
West,AlUla,restaurant,restaurant,Almathaq Restaurant,3.2,Their service is too bad and their food is an avarage taste,en,their service is too bad and their food is an avarage taste,0.467,0.533,0.0,-0.5423,negative,4
West,AlUla,shopping_mall,electronics_store,Alfrhouti electronics and home appliances,3.4,Best shop in alula all to all avelbal,en,best shop in alula all to all avelbal,0.0,0.417,0.583,0.6369,positive,3
West,AlUla,shopping_mall,electronics_store,Alfrhouti electronics and home appliances,3.4,The old Egyptian behaves very badly. And I don't care,en-US,the old egyptian behaves very badly. and i don't care,0.589,0.411,0.0,-0.6935,negative,2
West,AlUla,shopping_mall,electronics_store,Alfrhouti electronics and home appliances,3.4,This is a very good electronics store. You will find all kinds of modern electronics at bazaar prices. This is one of the best markets in Al Ullah.,en-US,this is a very good electronics store. you will find all kinds of modern electronics at bazaar prices. this is one of the best markets in al ullah.,0.0,0.628,0.372,0.7964,positive,2
West,AlUla,shopping_mall,electronics_store,Alfrhouti electronics and home appliances,3.4,"The behavior of their employees is very bad, and I asked them for a refrigerator if I lived in Britain and received it for 6 hours. I waited for them for 6 days because... Delivery: I hope the people in charge will review their place and take care of it if it is of a high standard",en-US,"the behavior of their employees is very bad, and i asked them for a refrigerator if i lived in britain and received it for 6 hours. i waited for them for 6 days because... delivery: i hope the people in charge will review their place and take care of it if it is of a high standard",0.127,0.652,0.221,0.3818,positive,1
West,AlUla,shopping_mall,electronics_store,Alfrhouti electronics and home appliances,3.4,Is the black KION steam iron available???,en-US,is the black kion steam iron available???,0.0,1.0,0.0,0.0,neutral,4
West,Jeddah,hotel,lodging,Admire Apart' Hotel - Jeddah,3.3,This hotel is too much classy.room are too clean.and hotel service too much good.im very satisfied,en,this hotel is too much classy.room are too clean.and hotel service too much good.im very satisfied,0.0,0.741,0.259,0.4215,positive,3
West,Jeddah,hotel,lodging,Admire Apart' Hotel - Jeddah,3.3,"Very strange hotel. The room wasn’t that clean, the sheets on the bed were stained, carpets dirty. No amenities  provided, you to ask for everything. No towels, no tea, coffee or water provided in the rooms. If you wanted a microwave oven you had to ask for it, same with everything, you have to ask. And when you did ask, staff would hum and haw and tell you to wait for the next shift or manager. When I asked for towels I was told to wait for a manager, it was 2am and I was needing a shower from the long hot humid day, had to insist and was given a towel with great reluctance. Staff were hard to find and never greeted you with a smile when they were around. Just a quick glance then they would avert their gaze. When the wifi wasn't working properly they would just shrug their shoulders and roll their eyes. Didn’t see any cockroaches but there were a lot of mosquitoes about. Air conditioners were loud and old but did work. Overall would not stay here again and I regret the 10 days I did spend here.",en,"very strange hotel. the room wasn’t that clean, the sheets on the bed were stained, carpets dirty. no amenities  provided, you to ask for everything. no towels, no tea, coffee or water provided in the rooms. if you wanted a microwave oven you had to ask for it, same with everything, you have to ask. and when you did ask, staff would hum and haw and tell you to wait for the next shift or manager. when i asked for towels i was told to wait for a manager, it was 2am and i was needing a shower from the long hot humid day, had to insist and was given a towel with great reluctance. staff were hard to find and never greeted you with a smile when they were around. just a quick glance then they would avert their gaze. when the wifi wasn't working properly they would just shrug their shoulders and roll their eyes. didn’t see any cockroaches but there were a lot of mosquitoes about. air conditioners were loud and old but did work. overall would not stay here again and i regret the 10 days i did spend here.",0.168,0.764,0.068,-0.7289,negative,2
West,Jeddah,hotel,lodging,Admire Apart' Hotel - Jeddah,3.3,"Absolutely unreal, top worst experiences of my life. Cockroaches are literally running around in the room, the staff is unreal (in the worst way possible) and everything else is absolutely horrific.",en,"absolutely unreal, top worst experiences of my life. cockroaches are literally running around in the room, the staff is unreal (in the worst way possible) and everything else is absolutely horrific.",0.426,0.508,0.066,-0.9238,negative,2
West,Jeddah,hotel,lodging,Admire Apart' Hotel - Jeddah,3.3,Nice place and good service,en,nice place and good service,0.0,0.26,0.74,0.6908,positive,3
West,Jeddah,hotel,lodging,Admire Apart' Hotel - Jeddah,3.3,Good service,en,good service,0.0,0.256,0.744,0.4404,positive,3
West,Jeddah,hotel,lodging,Lana Jeddah Furnished Apartments,3.3,"Rooms are dirty, appliances not working,. No even cabinets the toilet is dirty.. The lines are dirty, the curtains is dusty and the ac is Dirty.. No toiletries only one tiny soap not even provide towel. The sitting area is broken.. They ask s higher bill even you book in booking. Com. They will ask you more higher.",en,"rooms are dirty, appliances not working,. no even cabinets the toilet is dirty.. the lines are dirty, the curtains is dusty and the ac is dirty.. no toiletries only one tiny soap not even provide towel. the sitting area is broken.. they ask s higher bill even you book in booking. com. they will ask you more higher.",0.344,0.656,0.0,-0.9287,negative,4
West,Jeddah,hotel,lodging,Lana Jeddah Furnished Apartments,3.3,"Good location, cheaper than others. Old interior but neat and clean. Customer care is good . Recommend for short stay. Free Parking are available. Food items coffee shops supermarket very near. Airport also close to the building.",en,"good location, cheaper than others. old interior but neat and clean. customer care is good . recommend for short stay. free parking are available. food items coffee shops supermarket very near. airport also close to the building.",0.0,0.494,0.506,0.9612,positive,1
West,Jeddah,hotel,lodging,Lana Jeddah Furnished Apartments,3.3,Rooms and property is all perfect but us a repeated customer are deeply wanting a warm and good gesture from the people who are working in the property UNFORTUNATELY one of the staff and is different he act differently towards me and i dont know what have i done he never showed good gesture to me talk rude and i can feel that he don't like to give good service to customer body language and bow he talk is absolutely RUDE ( they said hes the manager ) and i don't think a manger can act like that.. HES RUDE and note i have stayed in lana for 7 times not because of him but for othe people like mr ABDULLAH from receptionist.,en,rooms and property is all perfect but us a repeated customer are deeply wanting a warm and good gesture from the people who are working in the property unfortunately one of the staff and is different he act differently towards me and i dont know what have i done he never showed good gesture to me talk rude and i can feel that he don't like to give good service to customer body language and bow he talk is absolutely rude ( they said hes the manager ) and i don't think a manger can act like that.. hes rude and note i have stayed in lana for 7 times not because of him but for othe people like mr abdullah from receptionist.,0.211,0.606,0.183,-0.0927,negative,3
