Region,City,Place Type,Place Category,Place Name,Rating,Review Text,Reviewer Language,Cleaned Review,neg,neu,pos,compound,Sentiment Label,Mismatch
West,Mecca,hotel,lodging,فندق ألماس المغرب العربي,4.3,So so,en,,0.0,0.0,0.0,0.0,neutral,Aligned
West,Mecca,hotel,lodging,فندق ألماس المغرب العربي,4.3,Good,en,good,0.0,0.0,1.0,0.4404,positive,Aligned
West,Mecca,hotel,lodging,فندق ألماس المغرب العربي,4.3,Good and affordable price,en,good affordable price,0.0,0.408,0.592,0.4404,positive,Aligned
West,Mecca,hotel,lodging,فندق ألماس المغرب العربي,4.3,"The hotel is clean, the prices are good, the service is excellent, and the reception is at the height of taste and sophistication. I recommend it and it is close to the Haram.",en-US,hotel clean prices good service excellent reception height taste sophistication recommend close haram,0.0,0.433,0.567,0.8957,positive,Aligned
West,Mecca,hotel,lodging,Al Kiswah Towers Hotel,3.9,"Good 4 star hotel near to all amenities. 24/7 access to shuttle service and all sort of food ang groceries shops at the doorstep. Hotel is very busy itself and you’ll always find husstle bussle around the area. Hotel has its own shopping center to buy all necessary stuff. Drop of of shuttle bus leads you straight to the gate 60. If you prefer to walk, it still not very far. If you’re taking taxi from airport to get to the hotel just say “Abrazul Kiswa” and it will drop you staright infront to the hotel building. Highly recommended.",en,good star hotel near amenities access shuttle service sort food ang groceries shops doorstep hotel busy ’ always find husstle bussle around area hotel shopping center buy necessary stuff drop shuttle bus leads straight gate prefer walk still far ’ taking taxi airport get hotel say “ abrazul kiswa ” drop staright infront hotel building highly recommended,0.071,0.812,0.117,0.4005,positive,Aligned
West,Mecca,hotel,lodging,Al Kiswah Towers Hotel,3.9,"Great value for the money. The service here is amazing. Their quality team to extra steps to help us when there was an issue with our room. They also spoke great English. Thank you Sanah for all your help!

The rooms are a little tight and walls are a bit thin but for the price you can’t complain. Also if you get a haram view room it’s amazing. Would stay here again.",en,great value money service amazing quality team extra steps help us issue room also spoke great english thank sanah help rooms little tight walls bit thin price ’ complain also get haram view room ’ amazing would stay,0.045,0.486,0.469,0.9738,positive,Aligned
West,Mecca,hotel,lodging,Al Kiswah Towers Hotel,3.9,Wonderful experience at a great price. We stayed in Tower 1. Great value for money. The shuttle buses were timely available. Rooms were spacious and cozy. Abdul Aziz at reception was very kind and accommodating. Overall vibe of the hotel was very great and had a lively atmosphere. Definitely coming again.,en,wonderful experience great price stayed tower great value money shuttle buses timely available rooms spacious cozy abdul aziz reception kind accommodating overall vibe hotel great lively atmosphere definitely coming,0.0,0.434,0.566,0.9806,positive,Aligned
West,Mecca,hotel,lodging,Al Kiswah Towers Hotel,3.9,"We stayed here for 3 days while on Umrah trip with family
We are a young, active, and healthy family, and even for us, this location was the worst possible choice for everyone.
I made the mistake of giving this hotel a chance, even after being warned by friends and relatives—a lesson learned for the future.
There is absolutely nothing good about this hotel.
The location is terrible, requiring a half-hour uphill walk to and from the Haram.
The shuttle service is a joke—it barely saves 3–4 minutes of walking.
Forget about taking a proper shower in the room; the entire bathroom floods.
I highly recommend choosing hotels on Hijra Road or Ibrahim Khalil Road. Some of them are actually cheaper than this hotel, offer better quality, and don’t require any shuttle.
You can easily walk to the Haram from those areas.",en,stayed days umrah trip family young active healthy family even us location worst possible choice everyone made mistake giving hotel chance even warned friends relatives—a lesson learned future absolutely nothing good hotel location terrible requiring halfhour uphill walk haram shuttle service joke—it barely saves – minutes walking forget taking proper shower room entire bathroom floods highly recommend choosing hotels hijra road ibrahim khalil road actually cheaper hotel offer better quality ’ require shuttle easily walk haram areas,0.166,0.621,0.214,0.5731,positive,Aligned
West,Mecca,hotel,lodging,Al Kiswah Towers Hotel,3.9,Reasonable price. Bus service drops you down the road and walk is a further 15 mins or so and uphill in part. Return same.  Easier walking the flat part bus offers. Construction works may be cause of this but doesn’t help with experience for this of haram. Food in area is poor and shops sell non premium items,en,reasonable price bus service drops road walk mins uphill part return easier walking flat part bus offers construction works may cause ’ help experience haram food area poor shops sell non premium items,0.082,0.771,0.146,0.34,positive,Aligned
West,Mecca,hotel,lodging,Address Jabal Omar Makkah Hotel (فندق العنوان جبل عمر مكة),4.7,"Just finished our stay today. 3 nights in total.

Positives - great rooms, very clean building, beautiful decor and marble, great view of Harám. Fantastic masjid at the top with great view of Harám.

To improve on - more consistent room service, lift situation (can take time), lifts for elderly to take down to floor as stairs etc not ideal for elderly or children with strollers.

Negatives - there was a weird loud noise that kept coming every 30-40minutes, sounding like an alarm. Would last for about 4-5 seconds. We had to call reception over 10 times before someone came.
After a lot of back and forth they claimed the speaker gets tested regularly and that it's from there.
This was quite poor as the sound woke us up a few times during the night. It scared the young children too.

If they could sort this issue out, they would would have got 5 stars.

Otherwise great hotel.
One of the best in Makkah.",en,finished stay today nights total positives great rooms clean building beautiful decor marble great view harám fantastic masjid top great view harám improve consistent room service lift situation take time lifts elderly take floor stairs etc ideal elderly children strollers negatives weird loud noise kept coming every minutes sounding like alarm would last seconds call reception times someone came lot back forth claimed speaker gets tested regularly quite poor sound woke us times night scared young children could sort issue would would got stars otherwise great hotel one best makkah,0.081,0.569,0.349,0.9886,positive,Aligned
West,Mecca,hotel,lodging,Address Jabal Omar Makkah Hotel (فندق العنوان جبل عمر مكة),4.7,"We had a wonderful stay in the Address hotel. The service is great. There is variety in food, we had booked for breakfast and dinner during our stay and we liked it. The experience of praying in the highest prayer room is fascinating. Despite its location in jabal omar it is not that close to the Haram, it needs long time to walk. They enhanced this providing a bus taking to and from the Haram.

Alhamdulla it was great experience.",en,wonderful stay address hotel service great variety food booked breakfast dinner stay liked experience praying highest prayer room fascinating despite location jabal omar close haram needs long time walk enhanced providing bus taking haram alhamdulla great experience,0.0,0.6,0.4,0.967,positive,Aligned
West,Mecca,hotel,lodging,Address Jabal Omar Makkah Hotel (فندق العنوان جبل عمر مكة),4.7,"Hotel location is superb but reaching it a bit difficult. The receptionist Ms. Renad Zawawi was helpful in getting the booking issue solved. Saudi professionals are always great to deal with.
Cutlery 🍴 and serving dishes at the breakfast time were superb. Good thing breakfast was divided into 2 places.
Left breakdown happened. But had the chance to pray at world’s highest sky prayer hall on 36th floor.
Till the connecting path from Haram to the hotel becomes better, it will be lagging behind. If it solved then it will be one of the best.",en,hotel location superb reaching bit difficult receptionist ms renad zawawi helpful getting booking issue solved saudi professionals always great deal cutlery 🍴 serving dishes breakfast time superb good thing breakfast divided places left breakdown happened chance pray world ’ highest sky prayer hall th floor till connecting path haram hotel becomes better lagging behind solved one best,0.057,0.506,0.437,0.9831,positive,Aligned
West,Mecca,hotel,lodging,Address Jabal Omar Makkah Hotel (فندق العنوان جبل عمر مكة),4.7,"The most peaceful place at the hotel. The staff is absolutely amazing and very friendly, couldn’t have asked for a better experience. They also always have really good options for different dietary restrictions like vegetarian and different coffee and tea readily available. Aya, who helped me this afternoon was brilliant and incredibly generous. Can’t wait to come back again, In’sha’Allah.",en,peaceful place hotel staff absolutely amazing friendly ’ asked better experience also always really good options different dietary restrictions like vegetarian different coffee tea readily available aya helped afternoon brilliant incredibly generous ’ wait come back ’ sha ’ allah,0.0,0.511,0.489,0.9793,positive,Aligned
West,Mecca,hotel,lodging,Address Jabal Omar Makkah Hotel (فندق العنوان جبل عمر مكة),4.7,"I had an amazing stay at address. The Khalil was exceptionally friendly and attentive, making sure every detail was perfect. The rooms were clean, comfortable, and well-equipped with all necessary amenities. The service exceeded my expectations, and I truly appreciate the warm hospitality. I highly recommend this hotel to anyone looking for a pleasant and relaxing stay. Thank you for the wonderful experience!”

Let me know if you’d like me to tailor it further!",en,amazing stay address khalil exceptionally friendly attentive making sure every detail perfect rooms clean comfortable wellequipped necessary amenities service exceeded expectations truly appreciate warm hospitality highly recommend hotel anyone looking pleasant relaxing stay thank wonderful experience ” let know ’ like tailor,0.0,0.358,0.642,0.9917,positive,Aligned
West,Mecca,hotel,lodging,فندق بيوتيل مكة الحجون,4.0,Good place and easy to find anything you need,en,good place easy find anything need,0.0,0.408,0.592,0.7003,positive,Aligned
West,Mecca,hotel,lodging,فندق بيوتيل مكة الحجون,4.0,Good Hotel,en,good hotel,0.0,0.256,0.744,0.4404,positive,Aligned
West,Mecca,hotel,lodging,فندق بيوتيل مكة الحجون,4.0,Its awesome,en,awesome,0.0,0.0,1.0,0.6249,positive,Aligned
West,Mecca,hotel,lodging,فندق بيوتيل مكة الحجون,4.0,"I booked through Booking, but they never answer my phone and my reservation was lost",en-US,booked booking never answer phone reservation lost,0.277,0.723,0.0,-0.3182,negative,Aligned
West,Mecca,hotel,lodging,Elaf Qinwan Hotel I فندق إيلاف قنوان,4.3,"We had an amazing experience at this hotel. The room and bathroom were very clean and spacious. The staff were friendly and cooperative. The shuttle service to and from the Haram is always on time and available throughout the whole day. Will definitely stay here again, inshaAllah.",en,amazing experience hotel room bathroom clean spacious staff friendly cooperative shuttle service haram always time available throughout whole day definitely stay inshaallah,0.0,0.592,0.408,0.9081,positive,Aligned
West,Mecca,hotel,lodging,Elaf Qinwan Hotel I فندق إيلاف قنوان,4.3,"Title: Cozy and Comfortable Stay!

I had a great stay at this hotel—the room was incredibly comfortable. The bed was soft yet supportive, with plush pillows that made for a restful sleep. The temperature was easy to control, keeping the room perfectly cozy. It was also very quiet, with no outside noise disturbing my rest.

The room was spotlessly clean, and the bathroom was well-stocked with quality toiletries. The lighting was warm and inviting, perfect for relaxing. I also appreciated the little touches like soft robes and blackout curtains, which made the stay even more enjoyable.

Overall, this was a fantastic and comfortable stay. I’d definitely recommend it to anyone looking for a relaxing hotel experience!",en,title cozy comfortable stay great stay hotel—the room incredibly comfortable bed soft yet supportive plush pillows made restful sleep temperature easy control keeping room perfectly cozy also quiet outside noise disturbing rest room spotlessly clean bathroom wellstocked quality toiletries lighting warm inviting perfect relaxing also appreciated little touches like soft robes blackout curtains made stay even enjoyable overall fantastic comfortable stay ’ definitely recommend anyone looking relaxing hotel experience,0.03,0.426,0.544,0.9948,positive,Aligned
West,Mecca,hotel,lodging,Elaf Qinwan Hotel I فندق إيلاف قنوان,4.3,"The hotel is great, and a shuttle is available to reach the sacred mosque. The staff is quite friendly, especially the housekeeping team. Miraj, a young man, kindly cleaned my room upon request. He is very helpful and kind. I appreciated his responsiveness and professionalism. I highly recommend this hotel without hesitation!",en,hotel great shuttle available reach sacred mosque staff quite friendly especially housekeeping team miraj young man kindly cleaned room upon request helpful kind appreciated responsiveness professionalism highly recommend hotel without hesitation,0.0,0.458,0.542,0.975,positive,Aligned
West,Mecca,hotel,lodging,Elaf Qinwan Hotel I فندق إيلاف قنوان,4.3,"A review came out of my heart!

A Perfect Stay – Exceeded Expectations!
Wow, what an amazing experience at this hotel! When I first booked my stay, I wasn’t entirely sure what to expect, but from the moment I arrived until the time I checked out, everything was simply outstanding—far beyond my expectations.

Warm Welcome & Exceptional Hospitality
Upon arrival, I was warmly greeted by Brother Isaa at the reception. He was incredibly kind, professional, and welcoming. His friendly demeanor instantly made me feel at home, setting the perfect tone for my stay. He ensured a smooth check-in process and provided helpful information about the hotel and nearby facilities.

Outstanding Housekeeping & Personalized Service
The housekeeping staff truly went above and beyond to ensure my comfort. Raju on the 11th floor and Brother Jamal on the 10th floor were exceptionally generous and helpful. They not only maintained the rooms immaculately but also checked in via WhatsApp to see if I needed anything. This level of personal care is rare and highly appreciated!

Raju's thoughtfulness was remarkable—he arranged a laptop charger converter for me, which saved me from running out of battery at a critical time. This small yet significant gesture truly highlights his dedication to guest satisfaction.

Brother Jamal, always smiling and with a kind heart, ensured my room was spotless and well-arranged. He even helped me with currency exchange by arranging small denominations when I needed them, going the extra mile to make my stay seamless.

Reliable & Fast WiFi Support
A big shoutout to Brother Ibrahim, who took special care of my internet needs. He arranged a dedicated WiFi connection for my room, allowing me to work seamlessly on my laptop without any interruptions. His prompt assistance made my stay even more comfortable and productive.

Immaculate Cleanliness & Elegant Ambiance
The hotel itself was pristine, with every corner reflecting a commitment to cleanliness and hygiene. The ambiance was soothing, with beautifully maintained interiors that created a relaxing atmosphere. Whether in the lobby, hallways, or rooms, everything was fresh and well-kept.

One thing that bothered:

The only thing that can be improve the wait time of the bus that takes you to Haram! Although its always there but it takes 20-25 minutes to go and come and you have to change two buses to go and come to and from Haram.

Final Thoughts
This hotel isn’t just about great facilities; it’s the people like Isaa, Raju, Jamal, and Ibrahim who make it a truly exceptional place to stay. Their warmth, attentiveness, and genuine hospitality made my trip memorable. I highly recommend this hotel to anyone looking for a clean, comfortable, and hospitable experience. I will certainly return for another stay INSHALLAH!",en,review came heart perfect stay – exceeded expectations wow amazing experience hotel first booked stay ’ entirely sure expect moment arrived time checked everything simply outstanding—far beyond expectations warm welcome exceptional hospitality upon arrival warmly greeted brother isaa reception incredibly kind professional welcoming friendly demeanor instantly made feel home setting perfect tone stay ensured smooth checkin process provided helpful information hotel nearby facilities outstanding housekeeping personalized service housekeeping staff truly went beyond ensure comfort raju th floor brother jamal th floor exceptionally generous helpful maintained rooms immaculately also checked via whatsapp see needed anything level personal care rare highly appreciated rajus thoughtfulness remarkable—he arranged laptop charger converter saved running battery critical time small yet significant gesture truly highlights dedication guest satisfaction brother jamal always smiling kind heart ensured room spotless wellarranged even helped currency exchange arranging small denominations needed going extra mile make stay seamless reliable fast wifi support big shoutout brother ibrahim took special care internet needs arranged dedicated wifi connection room allowing work seamlessly laptop without interruptions prompt assistance made stay even comfortable productive immaculate cleanliness elegant ambiance hotel pristine every corner reflecting commitment cleanliness hygiene ambiance soothing beautifully maintained interiors created relaxing atmosphere whether lobby hallways rooms everything fresh wellkept one thing bothered thing improve wait time bus takes haram although always takes minutes go come change two buses go come haram final thoughts hotel ’ great facilities ’ people like isaa raju jamal ibrahim make truly exceptional place stay warmth attentiveness genuine hospitality made trip memorable highly recommend hotel anyone looking clean comfortable hospitable experience certainly return another stay inshallah,0.013,0.573,0.414,0.9992,positive,Aligned
West,Mecca,hotel,lodging,Elaf Qinwan Hotel I فندق إيلاف قنوان,4.3,"Worst shuttle service ever. The hotel falsely commits to have shuttle service every 30 min but the busses are late all the time and sometimes late by 40-45 mins on your way back from haram to hotel. You’ll have to change 2 buses to reach haram and would take around 45 mins if buses are on time else more. The hotel website nowhere mentions that. I complained about the buses being late quite a few times, the management acknowledged the mistake but no improvement. Room service is relatively slow. Rooms are clean and the hotel is overall okay. But this shuttle service makes this hotel worthless.",en,worst shuttle service ever hotel falsely commits shuttle service every min busses late time sometimes late mins way back haram hotel ’ change buses reach haram would take around mins buses time else hotel website nowhere mentions complained buses late quite times management acknowledged mistake improvement room service relatively slow rooms clean hotel overall okay shuttle service makes hotel worthless,0.132,0.7,0.169,-0.088,negative,Aligned
West,Mecca,hotel,lodging,فندق ثري بوينتس مصلي مكة Three Points Musalli Makkah Hotel,4.3,"I had the pleasure of being assisted by Amer during my recent stay, and I cannot say enough great things about him. From the moment we arrived, he was incredibly welcoming, polite, and genuinely kind. Amer went above and beyond to make sure we were comfortable and had everything I needed. Whether it was answering questions, offering great local tips, or helping with last-minute requests, he was always patient and happy to help. His professionalism and warm personality truly made my stay more enjoyable. Amer is a true asset to the hotel, and I’m so grateful for his help. Thank you, Amer!",en,pleasure assisted amer recent stay say enough great things moment arrived incredibly welcoming polite genuinely kind amer went beyond make sure comfortable everything needed whether answering questions offering great local tips helping lastminute requests always patient happy help professionalism warm personality truly made stay enjoyable amer true asset hotel ’ grateful help thank amer,0.0,0.394,0.606,0.9942,positive,Aligned
West,Mecca,hotel,lodging,فندق ثري بوينتس مصلي مكة Three Points Musalli Makkah Hotel,4.3,"I had an amazing stay at Three Points Musalli Hotel during my recent visit to Mecca. From the moment I arrived, I was impressed by the hotel's warm hospitality and efficient service. The check-in process was quick and hassle-free, with the staff going above and beyond to ensure a smooth experience. They were always polite, accommodating, and ready to assist with any request, which made my stay even more comfortable.

The hotel itself is modern and well-maintained, offering a peaceful atmosphere that is perfect for relaxation. My room was spacious, beautifully furnished, and exceptionally clean. The bed was very comfortable, and the in-room amenities, including air conditioning, and complimentary Wi-Fi, added to the overall convenience. Housekeeping was prompt and ensured the room remained spotless throughout my stay.

One of the standout features of Three Points Musalli Hotel is its excellent location. It is conveniently close to Masjid Al-Haram, making it ideal for those visiting for Umrah or Hajj. The hotel also offers a delicious breakfast with a variety of fresh and flavorful options, ensuring a great start to the day.

Overall, my stay at Three Points Musalli Hotel was fantastic. With outstanding service, comfortable accommodations, and a prime location, I highly recommend it to anyone visiting Mecca. I would definitely stay here again in the future.",en,amazing stay three points musalli hotel recent visit mecca moment arrived impressed hotels warm hospitality efficient service checkin process quick hasslefree staff going beyond ensure smooth experience always polite accommodating ready assist request made stay even comfortable hotel modern wellmaintained offering peaceful atmosphere perfect relaxation room spacious beautifully furnished exceptionally clean bed comfortable inroom amenities including air conditioning complimentary wifi added overall convenience housekeeping prompt ensured room remained spotless throughout stay one standout features three points musalli hotel excellent location conveniently close masjid alharam making ideal visiting umrah hajj hotel also offers delicious breakfast variety fresh flavorful options ensuring great start day overall stay three points musalli hotel fantastic outstanding service comfortable accommodations prime location highly recommend anyone visiting mecca would definitely stay future,0.0,0.557,0.443,0.9974,positive,Aligned
West,Mecca,hotel,lodging,فندق ثري بوينتس مصلي مكة Three Points Musalli Makkah Hotel,4.3,"My second time in this hotel and I am extremely satisfied! Helpful staff , luxury furniture, the breakfast is okay (need a coffee machine and some snack and cakes). The place is not far, 20 minutes walking and their shuttle is a big plus, which made our journey confortable.  I highly recommend",en,second time hotel extremely satisfied helpful staff luxury furniture breakfast okay need coffee machine snack cakes place far minutes walking shuttle big plus made journey confortable highly recommend,0.0,0.688,0.312,0.8709,positive,Aligned
West,Mecca,hotel,lodging,فندق ثري بوينتس مصلي مكة Three Points Musalli Makkah Hotel,4.3,"I managed to stay here in Mar 2025 (Ramadan) and really enjoyed the hotel. Rooms are very clean and well maintained. Hotel staff at reception are the best and very helping. Slight disadvantage is taxis drop/pick is difficult due to under construction road, however if you using shuttle there will not be any problem. Fully recommended in a best budget.",en,managed stay mar ramadan really enjoyed hotel rooms clean well maintained hotel staff reception best helping slight disadvantage taxis droppick difficult due construction road however using shuttle problem fully recommended best budget,0.157,0.431,0.413,0.9199,positive,Aligned
West,Mecca,hotel,lodging,فندق ثري بوينتس مصلي مكة Three Points Musalli Makkah Hotel,4.3,"Three points musalli is a great hotel and the staff are what make it even better.
They are very polite, friendly, and professional.
The location of the hotel is quite reasonable from the Mosque. The rooms are clean and modern too!

The hotel provides shuttle bus service that takes about 20-25 minutes and is free of charge.

Due to construction, drop off and pick up could be a bit tricky, but it’s not a major issue.

Would recommend visiting the hotel if you’re going to Makkah.

May Allah accept your good deeds.",en,three points musalli great hotel staff make even better polite friendly professional location hotel quite reasonable mosque rooms clean modern hotel provides shuttle bus service takes minutes free charge due construction drop pick could bit tricky ’ major issue would recommend visiting hotel ’ going makkah may allah accept good deeds,0.055,0.583,0.362,0.9661,positive,Aligned
West,Mecca,hotel,lodging,Grand Makkah hotel Araek group,4.2,"**⭐⭐⭐⭐⭐ A Truly Exceptional Stay at Grand Makkah Hotel!**

My recent stay at the Grand Makkah Hotel was nothing short of phenomenal. From the moment I arrived, I was greeted with warm hospitality and impeccable service that set the tone for an unforgettable experience. Nestled in the heart of Makkah, this hotel offers unparalleled convenience, just steps away from the Haram. Waking up to the breathtaking view of the holy site from my room was a spiritual blessing I’ll always cherish.

The rooms are spacious, elegantly designed, and spotlessly clean, blending modern luxury with a serene ambiance. The plush bedding and soundproof windows ensured a restful night’s sleep after long days of worship and exploration. Housekeeping deserves a special shoutout for their attention to detail and prompt service!

Dining at the Grand Makkah Hotel was a delight. The variety of delicious international and local cuisine at their restaurants catered to all tastes, and the *iftar* and *suhoor* buffets during Ramadan were exceptionally well-organized and flavorful. The staff went above and beyond to accommodate dietary needs, making every meal feel personalized.

What truly sets this hotel apart is its dedication to guest comfort. The 24/7 concierge team was always ready to assist, whether arranging transportation or providing spiritual guidance. Facilities like the prayer areas, free high-speed Wi-Fi, and seamless shuttle services to the Haram added immense value to my stay.

Grand Makkah Hotel isn’t just a place to stay—it’s a sanctuary that enhances your spiritual journey. I left feeling rejuvenated, grateful, and already planning my next visit. If you’re seeking luxury, convenience, and heartfelt service in Makkah, look no further. This hotel exceeds expectations in every way!

**Highly recommended for pilgrims, families, and travelers seeking a perfect blend of comfort and devotion.** 🌟🕋",en,⭐⭐⭐⭐⭐ truly exceptional stay grand makkah hotel recent stay grand makkah hotel nothing short phenomenal moment arrived greeted warm hospitality impeccable service set tone unforgettable experience nestled heart makkah hotel offers unparalleled convenience steps away haram waking breathtaking view holy site room spiritual blessing ’ always cherish rooms spacious elegantly designed spotlessly clean blending modern luxury serene ambiance plush bedding soundproof windows ensured restful night ’ sleep long days worship exploration housekeeping deserves special shoutout attention detail prompt service dining grand makkah hotel delight variety delicious international local cuisine restaurants catered tastes iftar suhoor buffets ramadan exceptionally wellorganized flavorful staff went beyond accommodate dietary needs making every meal feel personalized truly sets hotel apart dedication guest comfort concierge team always ready assist whether arranging transportation providing spiritual guidance facilities like prayer areas free highspeed wifi seamless shuttle services haram added immense value stay grand makkah hotel ’ place stay—it ’ sanctuary enhances spiritual journey left feeling rejuvenated grateful already planning next visit ’ seeking luxury convenience heartfelt service makkah look hotel exceeds expectations every way highly recommended pilgrims families travelers seeking perfect blend comfort devotion 🌟🕋,0.0,0.627,0.373,0.9977,positive,Aligned
West,Mecca,hotel,lodging,Grand Makkah hotel Araek group,4.2,"I had a mixed experience at this hotel. The location is convenient, just a short walk to Haram, and the view from my room was amazing. The hotel is clean and has nearby restaurants and shops. However, the rooms had a moldy smell, and the bathroom had a bad odor that persisted even after cleaning. The air felt damp, leaving clothes moist. Service was slow, and room requests took a long time. While the hotel has potential, these issues make it unlikely for me to stay here again.",en,mixed experience hotel location convenient short walk haram view room amazing hotel clean nearby restaurants shops however rooms moldy smell bathroom bad odor persisted even cleaning air felt damp leaving clothes moist service slow room requests took long time hotel potential issues make unlikely stay,0.067,0.808,0.125,0.4588,positive,Aligned
West,Mecca,hotel,lodging,Grand Makkah hotel Araek group,4.2,"Discover the Makkah Hotel, a 5-star hotel located beside the Holy Haram in the center of the city, the best way to discover Makkah. Book your stay here!",en,discover makkah hotel star hotel located beside holy haram center city best way discover makkah book stay,0.0,0.792,0.208,0.6369,positive,Aligned
West,Mecca,hotel,lodging,Grand Makkah hotel Araek group,4.2,"I had a pleasant stay at Manarat Ghaza Hotel in Mecca. Check-in was smooth, and the staff were very respectful, maintaining a professional and discreet approach. The rooms were clean, though you need to request housekeeping while you’re present in the room. The elevators worked perfectly, which was great given the number of floors. I particularly appreciated the mosque on the 4th floor, offering a beautiful view of the clock tower.
The hotel’s location is convenient, being near the Masjid al-Haram, though not as close as Abraj Al-Safwa. The dining service was decent, but the food didn’t quite match my taste, as I prefer Maghreb and European cuisine. However, that’s a personal preference and not a fault of the hotel.
Overall, considering the prices and the quality of service, I would recommend this hotel, especially for those looking for an affordable and comfortable stay while visiting the Kaaba. It’s a great place to experience the spirituality of Mecca.",en,pleasant stay manarat ghaza hotel mecca checkin smooth staff respectful maintaining professional discreet approach rooms clean though need request housekeeping ’ present room elevators worked perfectly great given number floors particularly appreciated mosque th floor offering beautiful view clock tower hotel ’ location convenient near masjid alharam though close abraj alsafwa dining service decent food ’ quite match taste prefer maghreb european cuisine however ’ personal preference fault hotel overall considering prices quality service would recommend hotel especially looking affordable comfortable stay visiting kaaba ’ great place experience spirituality mecca,0.024,0.652,0.324,0.9868,positive,Aligned
West,Mecca,hotel,lodging,Grand Makkah hotel Araek group,4.2,"All about Grand Makkah hotel are fascinating! I am fully satisfied with their rooms, services and location.",en,grand makkah hotel fascinating fully satisfied rooms services location,0.0,0.385,0.615,0.8622,positive,Aligned
West,Mecca,hotel,lodging,Makkah Towers,4.8,"Good Stay, We as a family stayed in the property for 7nights in the property. It has a huge King size Bed and a spacious Bathroom and with a Bath tub attached. And also a 2 Dinning chair inside and it was a very comfortable stay and linens are also well maintained. And honestly the service also very nice. Room cleaning also prompt and they also a had a complimentary Breakfast starts from 6am and ends at 10am.

Last day Checkout was at 12pm and we are happily moving to Madina Inshaallah…",en,good stay family stayed property nights property huge king size bed spacious bathroom bath tub attached also dinning chair inside comfortable stay linens also well maintained honestly service also nice room cleaning also prompt also complimentary breakfast starts ends last day checkout pm happily moving madina inshaallah…,0.0,0.63,0.37,0.9678,positive,Aligned
West,Mecca,hotel,lodging,Makkah Towers,4.8,"Our stay at Makkah Tower Hotel was truly wonderful. The hotel is very clean, and our triple room was incredibly spacious, with comfortable sofas and a nice view. The best part is the hotel's perfect location—just a **2-minute walk** to the Holy Mosque (Haram), making it so convenient for prayers.

The lifts were well managed, and the cleaners did an excellent job keeping everything spotless. The staff were friendly and helpful, adding to our pleasant experience.

Our Umrah was amazing, and our family felt truly blessed staying here. Highly recommended for anyone visiting Makkah!

**Rating: ⭐⭐⭐⭐⭐**",en,stay makkah tower hotel truly wonderful hotel clean triple room incredibly spacious comfortable sofas nice view best part hotels perfect location—just minute walk holy mosque haram making convenient prayers lifts well managed cleaners excellent job keeping everything spotless staff friendly helpful adding pleasant experience umrah amazing family felt truly blessed staying highly recommended anyone visiting makkah rating ⭐⭐⭐⭐⭐,0.0,0.45,0.55,0.9941,positive,Aligned
West,Mecca,hotel,lodging,Makkah Towers,4.8,Highly recommend this hotel if you are staying in Mecca!! The service is outstanding. Anything you need is a phone call away. Super clean and comfortable. Also Rayan Al Ghamdi helped us at check out and he was great too.,en,highly recommend hotel staying mecca service outstanding anything need phone call away super clean comfortable also rayan al ghamdi helped us check great,0.0,0.45,0.55,0.9674,positive,Aligned
